"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"36119004000, NY","36119004000","=""36119004000""","16.81"
"36005030200, NY","36005030200","=""36005030200""","16.20"
"36081065600, NY","36081065600","=""36081065600""","20.44"
"36081094201, NY","36081094201","=""36081094201""","19.90"
"36055003900, NY","36055003900","=""36055003900""","32.99"
"36081084000, NY","36081084000","=""36081084000""","20.92"
"36081077902, NY","36081077902","=""36081077902""","36.06"
"36005035100, NY","36005035100","=""36005035100""","14.00"
"36047005202, NY","36047005202","=""36047005202""","14.15"
"36081058200, NY","36081058200","=""36081058200""","15.27"
"36081117500, NY","36081117500","=""36081117500""","14.87"
"36029003901, NY","36029003901","=""36029003901""","15.61"
"36119009300, NY","36119009300","=""36119009300""","30.17"
"36029008500, NY","36029008500","=""36029008500""","15.96"
"36081033401, NY","36081033401","=""36081033401""","24.69"
"36005032300, NY","36005032300","=""36005032300""","13.88"
"36065021000, NY","36065021000","=""36065021000""","32.39"
"36061023802, NY","36061023802","=""36061023802""","10.06"
"36055007900, NY","36055007900","=""36055007900""","33.97"
"36067001500, NY","36067001500","=""36067001500""","34.02"
"36081140902, NY","36081140902","=""36081140902""","18.05"
"36061023700, NY","36061023700","=""36061023700""","16.45"
"36109000100, NY","36109000100","=""36109000100""","3.50"
"36081000700, NY","36081000700","=""36081000700""","16.99"
"36081047600, NY","36081047600","=""36081047600""","23.65"
"36081024300, NY","36081024300","=""36081024300""","15.75"
"36081054200, NY","36081054200","=""36081054200""","21.73"
"36067004000, NY","36067004000","=""36067004000""","34.43"
"36001000600, NY","36001000600","=""36001000600""","25.82"
"36063020600, NY","36063020600","=""36063020600""","29.43"
"36071000501, NY","36071000501","=""36071000501""","35.70"
"36081142900, NY","36081142900","=""36081142900""","17.13"
"36081069400, NY","36081069400","=""36081069400""","21.78"
"36067005900, NY","36067005900","=""36067005900""","25.09"
"36093021002, NY","36093021002","=""36093021002""","33.45"
"36067002300, NY","36067002300","=""36067002300""","26.56"
"36063021300, NY","36063021300","=""36063021300""","26.12"
"36081020800, NY","36081020800","=""36081020800""","25.28"
"36085027705, NY","36085027705","=""36085027705""","17.21"
"36081042600, NY","36081042600","=""36081042600""","0.00"
"36065021202, NY","36065021202","=""36065021202""","32.11"
"36085023900, NY","36085023900","=""36085023900""","25.70"
"36085027704, NY","36085027704","=""36085027704""","19.79"
"36005041400, NY","36005041400","=""36005041400""","20.17"
"36085002900, NY","36085002900","=""36085002900""","26.60"
"36081066300, NY","36081066300","=""36081066300""","18.69"
"36085011401, NY","36085011401","=""36085011401""","23.03"
"36055008000, NY","36055008000","=""36055008000""","29.29"
"36005039700, NY","36005039700","=""36005039700""","5.23"
"36081029700, NY","36081029700","=""36081029700""","25.27"
"36047061002, NY","36047061002","=""36047061002""","16.57"
"36081054000, NY","36081054000","=""36081054000""","20.81"
"36081053500, NY","36081053500","=""36081053500""","30.70"
"36059407201, NY","36059407201","=""36059407201""","32.10"
"36055005300, NY","36055005300","=""36055005300""","37.43"
"36081035800, NY","36081035800","=""36081035800""","21.38"
"36055009302, NY","36055009302","=""36055009302""","8.60"
"36059407802, NY","36059407802","=""36059407802""","5.33"
"36047060800, NY","36047060800","=""36047060800""","18.91"
"36005009800, NY","36005009800","=""36005009800""","19.10"
"36081042400, NY","36081042400","=""36081042400""","20.20"
"36119005702, NY","36119005702","=""36119005702""","10.54"
"36081047200, NY","36081047200","=""36081047200""","16.35"
"36081062400, NY","36081062400","=""36081062400""","N/A"
"36061023300, NY","36061023300","=""36061023300""","14.91"
"36055006500, NY","36055006500","=""36055006500""","30.82"
"36029006201, NY","36029006201","=""36029006201""","0.58"
"36005042600, NY","36005042600","=""36005042600""","18.25"
"36047002100, NY","36047002100","=""36047002100""","22.57"
"36081003300, NY","36081003300","=""36081003300""","10.38"
"36029010400, NY","36029010400","=""36029010400""","26.34"
"36029006501, NY","36029006501","=""36029006501""","21.43"
"36047107800, NY","36047107800","=""36047107800""","10.89"
"36047040700, NY","36047040700","=""36047040700""","N/A"
"36047069601, NY","36047069601","=""36047069601""","20.89"
"36015000300, NY","36015000300","=""36015000300""","0.05"
"36067002400, NY","36067002400","=""36067002400""","33.13"
"36081102900, NY","36081102900","=""36081102900""","22.45"
"36061024200, NY","36061024200","=""36061024200""","27.87"
"36081124100, NY","36081124100","=""36081124100""","22.16"
"36047111600, NY","36047111600","=""36047111600""","31.33"
"36047005602, NY","36047005602","=""36047005602""","15.49"
"36119003900, NY","36119003900","=""36119003900""","13.89"
"36081122300, NY","36081122300","=""36081122300""","14.50"
"36087012204, NY","36087012204","=""36087012204""","57.85"
"36119005600, NY","36119005600","=""36119005600""","N/A"
"36061006900, NY","36061006900","=""36061006900""","13.28"
"36081083800, NY","36081083800","=""36081083800""","19.67"
"36005005100, NY","36005005100","=""36005005100""","32.42"
"36085002001, NY","36085002001","=""36085002001""","20.35"
"36047033000, NY","36047033000","=""36047033000""","24.66"
"36047099800, NY","36047099800","=""36047099800""","23.03"
"36005001600, NY","36005001600","=""36005001600""","29.35"
"36081061302, NY","36081061302","=""36081061302""","25.00"
"36005004200, NY","36005004200","=""36005004200""","25.24"
"36081049200, NY","36081049200","=""36081049200""","17.83"
"36055004800, NY","36055004800","=""36055004800""","30.04"
"36055005200, NY","36055005200","=""36055005200""","37.48"
"36085024700, NY","36085024700","=""36085024700""","21.13"
"36047120800, NY","36047120800","=""36047120800""","23.80"
"36087012203, NY","36087012203","=""36087012203""","46.67"
"36081124700, NY","36081124700","=""36081124700""","16.87"
"36085007500, NY","36085007500","=""36085007500""","22.41"
"36047058900, NY","36047058900","=""36047058900""","12.33"
"36029006602, NY","36029006602","=""36029006602""","9.12"
"36081040400, NY","36081040400","=""36081040400""","23.28"
"36081049900, NY","36081049900","=""36081049900""","20.97"
"36081155101, NY","36081155101","=""36081155101""","0.00"
"36061017800, NY","36061017800","=""36061017800""","17.85"
"36119001800, NY","36119001800","=""36119001800""","21.64"
"36061021900, NY","36061021900","=""36061021900""","29.36"
"36081041400, NY","36081041400","=""36081041400""","20.47"
"36081072300, NY","36081072300","=""36081072300""","18.66"
"36077591300, NY","36077591300","=""36077591300""","1.27"
"36055003000, NY","36055003000","=""36055003000""","8.01"
"36081017900, NY","36081017900","=""36081017900""","15.20"
"36119008800, NY","36119008800","=""36119008800""","18.70"
"36093021001, NY","36093021001","=""36093021001""","7.17"
"36085013201, NY","36085013201","=""36085013201""","20.08"
"36055005100, NY","36055005100","=""36055005100""","39.39"
"36109000200, NY","36109000200","=""36109000200""","0.85"
"36081087100, NY","36081087100","=""36081087100""","22.30"
"36081003700, NY","36081003700","=""36081003700""","N/A"
"36055006600, NY","36055006600","=""36055006600""","35.91"
"36055001500, NY","36055001500","=""36055001500""","19.33"
"36119000500, NY","36119000500","=""36119000500""","27.57"
"36081099801, NY","36081099801","=""36081099801""","27.73"
"36059302600, NY","36059302600","=""36059302600""","16.95"
"36085012500, NY","36085012500","=""36085012500""","27.17"
"36081129103, NY","36081129103","=""36081129103""","20.48"
"36081108500, NY","36081108500","=""36081108500""","21.02"
"36119005901, NY","36119005901","=""36119005901""","20.41"
"36081122702, NY","36081122702","=""36081122702""","28.10"
"36029010300, NY","36029010300","=""36029010300""","30.59"
"36061007500, NY","36061007500","=""36061007500""","11.33"
"36061000700, NY","36061000700","=""36061000700""","12.28"
"36061001002, NY","36061001002","=""36061001002""","17.00"
"36081114100, NY","36081114100","=""36081114100""","15.55"
"36119001403, NY","36119001403","=""36119001403""","19.16"
"36067001400, NY","36067001400","=""36067001400""","42.81"
"36005018400, NY","36005018400","=""36005018400""","17.20"
"36085014608, NY","36085014608","=""36085014608""","19.16"
"36081008800, NY","36081008800","=""36081008800""","25.00"
"36005002800, NY","36005002800","=""36005002800""","18.90"
"36081069702, NY","36081069702","=""36081069702""","17.72"
"36081109700, NY","36081109700","=""36081109700""","18.97"
"36061008602, NY","36061008602","=""36061008602""","N/A"
"36005034800, NY","36005034800","=""36005034800""","29.57"
"36081062200, NY","36081062200","=""36081062200""","12.98"
"36047060000, NY","36047060000","=""36047060000""","18.59"
"36081080302, NY","36081080302","=""36081080302""","16.92"
"36081032900, NY","36081032900","=""36081032900""","18.15"
"36085027706, NY","36085027706","=""36085027706""","22.72"
"36119001502, NY","36119001502","=""36119001502""","13.62"
"36055005000, NY","36055005000","=""36055005000""","37.52"
"36005033700, NY","36005033700","=""36005033700""","23.05"
"36061006000, NY","36061006000","=""36061006000""","17.32"
"36055001300, NY","36055001300","=""36055001300""","41.62"
"36047003800, NY","36047003800","=""36047003800""","17.53"
"36061000600, NY","36061000600","=""36061000600""","13.31"
"36081062600, NY","36081062600","=""36081062600""","19.15"
"36081103201, NY","36081103201","=""36081103201""","31.98"
"36087011505, NY","36087011505","=""36087011505""","54.36"
"36055003802, NY","36055003802","=""36055003802""","2.31"
"36047114400, NY","36047114400","=""36047114400""","30.38"
"36061001501, NY","36061001501","=""36061001501""","8.87"
"36055002700, NY","36055002700","=""36055002700""","40.24"
"36081028400, NY","36081028400","=""36081028400""","24.34"
"36005026400, NY","36005026400","=""36005026400""","19.50"
"36005029302, NY","36005029302","=""36005029302""","17.04"
"36119001200, NY","36119001200","=""36119001200""","31.36"
"36055005700, NY","36055005700","=""36055005700""","37.66"
"36081053100, NY","36081053100","=""36081053100""","19.39"
"36047096000, NY","36047096000","=""36047096000""","N/A"
"36047056300, NY","36047056300","=""36047056300""","11.14"
"36061015500, NY","36061015500","=""36061015500""","14.30"
"36081061602, NY","36081061602","=""36081061602""","16.92"
"36055004900, NY","36055004900","=""36055004900""","33.89"
"36061019900, NY","36061019900","=""36061019900""","10.12"
"36081147100, NY","36081147100","=""36081147100""","20.07"
"36029006601, NY","36029006601","=""36029006601""","18.25"
"36081005400, NY","36081005400","=""36081005400""","23.75"
"36047059401, NY","36047059401","=""36047059401""","17.47"
"36005031900, NY","36005031900","=""36005031900""","0.79"
"36005030000, NY","36005030000","=""36005030000""","19.73"
"36081048400, NY","36081048400","=""36081048400""","19.70"
"36047105801, NY","36047105801","=""36047105801""","16.97"
"36081055200, NY","36081055200","=""36081055200""","14.33"
"36005026900, NY","36005026900","=""36005026900""","23.91"
"36005018500, NY","36005018500","=""36005018500""","29.62"
"36081029900, NY","36081029900","=""36081029900""","N/A"
"36061017100, NY","36061017100","=""36061017100""","14.93"
"36061018300, NY","36061018300","=""36061018300""","12.53"
"36061023600, NY","36061023600","=""36061023600""","24.20"
"36005039500, NY","36005039500","=""36005039500""","29.84"
"36005038600, NY","36005038600","=""36005038600""","21.81"
"36061031900, NY","36061031900","=""36061031900""","N/A"
"36081144700, NY","36081144700","=""36081144700""","18.94"
"36061017500, NY","36061017500","=""36061017500""","18.33"
"36085003600, NY","36085003600","=""36085003600""","21.70"
"36081030902, NY","36081030902","=""36081030902""","24.53"
"36061017900, NY","36061017900","=""36061017900""","13.11"
"36055004100, NY","36055004100","=""36055004100""","33.36"
"36081030904, NY","36081030904","=""36081030904""","19.10"
"36061018700, NY","36061018700","=""36061018700""","17.96"
"36047077200, NY","36047077200","=""36047077200""","24.12"
"36081064600, NY","36081064600","=""36081064600""","21.67"
"36005035600, NY","36005035600","=""36005035600""","17.25"
"36047085200, NY","36047085200","=""36047085200""","N/A"
"36055003300, NY","36055003300","=""36055003300""","6.32"
"36061019100, NY","36061019100","=""36061019100""","12.29"
"36081065000, NY","36081065000","=""36081065000""","19.61"
"36059406802, NY","36059406802","=""36059406802""","27.46"
"36081117100, NY","36081117100","=""36081117100""","14.31"
"36065021101, NY","36065021101","=""36065021101""","30.30"
"36081022001, NY","36081022001","=""36081022001""","9.10"
"36061000800, NY","36061000800","=""36061000800""","13.76"
"36005002000, NY","36005002000","=""36005002000""","29.83"
"36081006201, NY","36081006201","=""36081006201""","17.98"
"36061022500, NY","36061022500","=""36061022500""","16.87"
"36083040800, NY","36083040800","=""36083040800""","12.91"
"36119000300, NY","36119000300","=""36119000300""","22.24"
"36081059500, NY","36081059500","=""36081059500""","21.91"
"36005030701, NY","36005030701","=""36005030701""","24.14"
"36055009604, NY","36055009604","=""36055009604""","28.08"
"36047007700, NY","36047007700","=""36047007700""","21.43"
"36081097204, NY","36081097204","=""36081097204""","22.61"
"36047152200, NY","36047152200","=""36047152200""","24.45"
"36119003600, NY","36119003600","=""36119003600""","16.63"
"36005014400, NY","36005014400","=""36005014400""","27.25"
"36061024100, NY","36061024100","=""36061024100""","10.79"
"36081047900, NY","36081047900","=""36081047900""","21.91"
"36085031901, NY","36085031901","=""36085031901""","27.07"
"36081066000, NY","36081066000","=""36081066000""","21.72"
"36067004301, NY","36067004301","=""36067004301""","12.52"
"36061019500, NY","36061019500","=""36061019500""","13.97"
"36081113900, NY","36081113900","=""36081113900""","16.00"
"36055004000, NY","36055004000","=""36055004000""","30.79"
"36081034700, NY","36081034700","=""36081034700""","22.54"
"36081109900, NY","36081109900","=""36081109900""","19.31"
"36081077904, NY","36081077904","=""36081077904""","26.20"
"36061001502, NY","36061001502","=""36061001502""","11.56"
"36047005601, NY","36047005601","=""36047005601""","9.90"
"36085018701, NY","36085018701","=""36085018701""","18.39"
"36081140300, NY","36081140300","=""36081140300""","15.93"
"36081044000, NY","36081044000","=""36081044000""","24.74"
"36047035400, NY","36047035400","=""36047035400""","12.69"
"36081061601, NY","36081061601","=""36081061601""","20.62"
"36081081800, NY","36081081800","=""36081081800""","24.90"
